43.763086 11.265278 42791946
44.652658 8.007145 17350379
46.924372 7.114231 76601366
45.922199 1.314712 1870141
44.589275 10.503273 61814434
42.94257 11.017141 14597774
44.380764 9.041304 68408700
47.051186 8.303905 99806777
45.770887 10.761234 88239625
45.947092 9.528751 49500792
45.628085 7.969293 82269040
42.205077 -0.361476 46797115
44.363983 3.885709 80243269
47.026962 9.576876 45201657
46.133875 8.720457 73635686
45.547565 11.547068 65445724
43.601723 1.434475 82679735
43.722763 10.396597 86251567
42.07166 8.716021 65887380
44.219539 7.974588 40709551
45.792737 6.97171 61643475
47.395362 0.693177 63174595
44.480254 11.300047 97770761
43.507102 4.45118 8148031
44.121872 9.722921 90790735
45.909121 6.120697 82050186
46.262308 10.955043 49622477
46.765712 -1.831378 93398495
43.585079 7.13034 91173659
43.064389 11.616282 346269
47.166289 11.882422 28332999
45.800167 8.540808 48681366
43.235886 11.482586 75440907
45.994239 11.843357 75961977
46.70057 10.094828 79712097
47.458171 11.249115 23066609
46.029866 11.824207 65008912
46.2577458805 8.83815765381 88151
45.484334 9.19188 74056414
43.405079 5.054559 8802900
46.196171 8.794127 65157692
46.6812285414 9.67500686646 287244
46.644548 11.817757 81641605
45.959683 8.451619 36402076
45.880643 11.963232 64690189
46.189458 6.610142 86285448
46.215778 3.688037 32133841
45.542503 10.224514 79953374
45.68371 9.450532 78385185
45.767497 4.834216 82014739
46.245801 8.024461 70975
45.059997 7.697468 85810439
45.491588 10.612959 85333881
46.756446 11.95776 64058429
46.358939 11.798093 37210224
43.06723 11.49988 81274558
44.052417 3.98835 81430419
45.935719 8.533212 69808412
47.8437194444 7.86706666667 99584017
47.24944 9.344493 55193484
43.088119 10.5387 42451453
44.205958 10.702529 61252933
45.992229 7.707623 64166980
45.835576 10.332645 79857723
44.83933 1.145286 87117302
45.771594 11.730856 90622709
45.420346 11.250129 61087808
43.76328 1.77349 19890313
46.014924 11.93102 87609713
45.779766 8.426235 86446022
47.875524 11.274704 70642028
42.240465 8.548222 51969847
42.01273 -0.316007 43954089
44.389908 7.828947 91155568
46.661063 8.104121 71654896
46.529683 11.624249 73184912
44.697823 10.630206 64945770
46.013563 7.802627 77837426
43.317303 11.329106 78501162
46.130125 11.947803 88267046
45.604131 10.520783 77237924
44.407514 8.931019 80877752
42.185539 -1.536198 84214620
42.945642 10.694771 43774368
43.818234 7.773911 2282545
44.389583 8.992832 79639233
45.868109 11.794124 66736815
45.546034 8.114476 60753856
45.734189 9.446368 68406819
45.686114 11.187565 52196640
43.094763 11.780434 38259640
44.614923 7.976975 84928050
46.572669 11.726103 59585813
46.225044 6.147169 79570101
43.863372 10.23927 71106868
44.700759 8.036215 84582345
43.21348 5.533714 72466233
43.199895 2.367189 57933650
42.637733 1.490653 93862188
42.80624 -0.134368 59165435
46.505569 6.628315 105318047
43.946278 4.533778 48107758
47.558077 10.74972 83105877
45.996455 -1.211543 64622413
44.194884 3.21109 68143137
45.418813 4.669796 82828162
42.828142 10.338821 65944022
43.338335 3.208281 48029379
47.575035 8.521459 5717808
46.810424 10.537122 75795926
42.442331 3.167411 41039864
45.399041 -1.158714 60239867
42.962484 0.860496 85017941
44.407543 7.063162 91147012
46.561771 8.362342 40585833
47.826723 7.181089 42370042
46.938716 6.337898 81124454
44.8508388889 -0.568519444444 63103643
44.848263 9.878533 61467005
42.502873 2.182374 19287372
45.990617 4.721553 69449767
43.679283 10.276127 96075258
46.160201 8.787839 66826820
45.689627 10.108913 88483447
47.911107 11.397629 64523438
44.366753 3.762989 62163829
45.574648 10.707708 63393929
44.622177 10.946676 69864836
45.892711 6.425972 86827565
47.346225 8.56219 80724867
44.051505 9.836728 88362751
43.781401 4.090213 55233641
44.462172 10.481665 63629564
44.572341 10.452182 55004723
43.667778 11.453354 59601219
46.0189 9.240875 40260472
44.379878 3.674872 79231361
44.420617 10.413194 57769516
43.259216 5.384009 43094341
44.767501 9.391551 48474699
43.952657 4.412428 85720283
46.417228 10.149815 71459452
47.679726 8.614125 74443235
47.421611 9.769161 91356540
42.245876 -0.280777 75955053
46.110731 9.318388 85831822
46.898773 11.431395 42322908
46.481682 10.538387 70237320
46.201191 11.793609 62255502
45.936497 8.585386 62221183
44.351091 9.150678 46773459
42.621811 11.491109 73258424
43.729747 7.4223 85331741
43.022314 11.636925 40988431
42.524678 3.087873 70868855
44.144368 9.644054 53944255
45.877999 11.064449 68807135
44.295227 10.460078 85571751
45.81721 10.794411 59234905
45.775051 11.948791 64039111
42.786267 -0.694359 73771371
46.427843 8.093488 93856365
43.839592 10.506138 62103845
46.426854 11.630251 46310821
44.65971 10.594784 73128827
47.67969 10.899102 77095494
46.437391 8.378727 35914489
44.359958 8.583054 44779784
46.367542 8.43029 65491996
47.557957 7.588045 72693320
46.606349 10.380106 42964368
43.468889 11.039876 42486742
46.599993 11.65963 68784485
46.528836 10.45245 78459315
44.291712 10.303543 77230033
46.347683 11.431843 38135238
44.803038 10.330225 83224686
46.305241 6.192684 45786590
46.503966 11.821693 75649888
44.472991 8.040404 91036774
44.341269 10.614306 55465464
43.696704 7.277198 4596134
46.327124 8.282323 85600727
43.83838 4.355716 46982253
42.129166 -0.398421 44662210
43.920432 5.131066 40139630
45.44065 11.000984 69711499
45.790265 9.966325 69667139
43.848614 6.22257 67818196
45.133701 10.861758 45871001
46.043659 9.303167 46046497
47.584197 9.572767 89401140
44.426425 10.819473 29710355
